Sep=;
#X1;-32000
#Z1;-32000
#X2;32000
#Z2;32000
seed;structure;x;z;details
609567216262790763;desert_pyramid;-6800;-12608;
609567216262790763;desert_pyramid;-7120;-12096;
609567216262790763;desert_pyramid;-6816;20496;
609567216262790763;desert_pyramid;-7120;25296;
609567216262790763;desert_pyramid;-6384;-18240;
609567216262790763;desert_pyramid;-6512;-8848;
609567216262790763;desert_pyramid;-6592;-8704;
609567216262790763;desert_pyramid;-6480;-7344;
609567216262790763;desert_pyramid;-6304;224;
609567216262790763;desert_pyramid;-6608;16608;
609567216262790763;desert_pyramid;-6384;19232;
609567216262790763;desert_pyramid;-6656;26272;
609567216262790763;desert_pyramid;-6608;31392;
609567216262790763;desert_pyramid;-5856;-8944;
609567216262790763;desert_pyramid;-5856;-7856;
609567216262790763;desert_pyramid;-5968;336;
609567216262790763;desert_pyramid;-5984;16752;
609567216262790763;desert_pyramid;-5824;16896;
609567216262790763;desert_pyramid;-5840;25712;
609567216262790763;desert_pyramid;-5440;-24304;
609567216262790763;desert_pyramid;-5504;-24048;
609567216262790763;desert_pyramid;-5424;-16720;
609567216262790763;desert_pyramid;-5392;-8976;
609567216262790763;desert_pyramid;-5584;-8640;
609567216262790763;desert_pyramid;-5504;25680;
609567216262790763;desert_pyramid;-4880;-1024;
609567216262790763;desert_pyramid;-5056;13088;
609567216262790763;desert_pyramid;-5008;26112;
609567216262790763;desert_pyramid;-4848;30048;
609567216262790763;desert_pyramid;-4256;-30448;
609567216262790763;desert_pyramid;-4544;-1936;
609567216262790763;desert_pyramid;-4608;-304;
609567216262790763;desert_pyramid;-4432;560;
609567216262790763;desert_pyramid;-4368;11632;
609567216262790763;desert_pyramid;-4416;29392;
609567216262790763;desert_pyramid;-4544;30496;
609567216262790763;desert_pyramid;-4048;-31696;
609567216262790763;desert_pyramid;-3808;-7504;
609567216262790763;desert_pyramid;-3760;-240;
609567216262790763;desert_pyramid;-3872;11280;
609567216262790763;desert_pyramid;-3872;11936;
609567216262790763;desert_pyramid;-3936;12496;
609567216262790763;desert_pyramid;-4080;14624;
609567216262790763;desert_pyramid;-3808;30256;
609567216262790763;desert_pyramid;-3840;31440;
609567216262790763;desert_pyramid;-3328;-24400;
609567216262790763;desert_pyramid;-3248;-208;
609567216262790763;desert_pyramid;-3312;12112;
609567216262790763;desert_pyramid;-3296;14576;
609567216262790763;desert_pyramid;-3264;29216;
609567216262790763;desert_pyramid;-3360;30832;
609567216262790763;desert_pyramid;-2736;-24320;
609567216262790763;desert_pyramid;-2800;688;
609567216262790763;desert_pyramid;-2208;-25040;
609567216262790763;desert_pyramid;-2464;-24432;
609567216262790763;desert_pyramid;-2256;0;
609567216262790763;desert_pyramid;-2432;14176;
609567216262790763;desert_pyramid;-2224;19280;
609567216262790763;desert_pyramid;-2336;22048;
609567216262790763;desert_pyramid;-2240;30320;
609567216262790763;desert_pyramid;-1792;352;
609567216262790763;desert_pyramid;-2032;880;
609567216262790763;desert_pyramid;-1440;-25936;
609567216262790763;desert_pyramid;-1232;1168;
609567216262790763;desert_pyramid;-1344;1712;
609567216262790763;desert_pyramid;-1248;2368;
609567216262790763;desert_pyramid;-1376;25264;
609567216262790763;desert_pyramid;-768;-26448;
609567216262790763;desert_pyramid;-1024;-25760;
609567216262790763;desert_pyramid;-832;-5856;
609567216262790763;desert_pyramid;-1008;1536;
609567216262790763;desert_pyramid;-768;19040;
609567216262790763;desert_pyramid;-512;-12448;
609567216262790763;desert_pyramid;-192;-2480;
609567216262790763;desert_pyramid;-192;-1936;
609567216262790763;desert_pyramid;-304;20256;
609567216262790763;desert_pyramid;80;-31504;
609567216262790763;desert_pyramid;304;-21232;
609567216262790763;desert_pyramid;80;-20672;
609567216262790763;desert_pyramid;128;-20208;
609567216262790763;desert_pyramid;352;-12080;
609567216262790763;desert_pyramid;256;-1984;
609567216262790763;desert_pyramid;80;528;
609567216262790763;desert_pyramid;192;19600;
609567216262790763;desert_pyramid;176;20800;
609567216262790763;desert_pyramid;672;-31904;
609567216262790763;desert_pyramid;752;-31424;
609567216262790763;desert_pyramid;528;-27472;
609567216262790763;desert_pyramid;720;-23520;
609567216262790763;desert_pyramid;800;-21728;
609567216262790763;desert_pyramid;560;-21440;
609567216262790763;desert_pyramid;560;-12448;
609567216262790763;desert_pyramid;592;-11936;
609567216262790763;desert_pyramid;704;-11760;
609567216262790763;desert_pyramid;720;544;
609567216262790763;desert_pyramid;832;4368;
609567216262790763;desert_pyramid;784;6512;
609567216262790763;desert_pyramid;816;24272;
609567216262790763;desert_pyramid;608;30944;
609567216262790763;desert_pyramid;800;31408;
609567216262790763;desert_pyramid;1072;-27280;
609567216262790763;desert_pyramid;1088;-23440;
609567216262790763;desert_pyramid;1056;-21984;
609567216262790763;desert_pyramid;1200;-11680;
609567216262790763;desert_pyramid;1392;-10544;
609567216262790763;desert_pyramid;1232;-3280;
609567216262790763;desert_pyramid;1184;19472;
609567216262790763;desert_pyramid;1312;22032;
609567216262790763;desert_pyramid;1360;23776;
609567216262790763;desert_pyramid;1216;24176;
609567216262790763;desert_pyramid;1296;30752;
609567216262790763;desert_pyramid;1536;-31216;
609567216262790763;desert_pyramid;1680;-30432;
609567216262790763;desert_pyramid;1776;-22016;
609567216262790763;desert_pyramid;1792;-2448;
609567216262790763;desert_pyramid;1888;12896;
609567216262790763;desert_pyramid;1728;13632;
609567216262790763;desert_pyramid;1808;19040;
609567216262790763;desert_pyramid;1840;22192;
609567216262790763;desert_pyramid;1760;22528;
609567216262790763;desert_pyramid;1712;23248;
609567216262790763;desert_pyramid;2240;-30864;
609567216262790763;desert_pyramid;2096;-30464;
609567216262790763;desert_pyramid;2320;-26272;
609567216262790763;desert_pyramid;2080;-3440;
609567216262790763;desert_pyramid;2208;-3072;
609567216262790763;desert_pyramid;2400;-1200;
609567216262790763;desert_pyramid;2400;-864;
609567216262790763;desert_pyramid;2112;80;
609567216262790763;desert_pyramid;2112;736;
609567216262790763;desert_pyramid;2272;6912;
609567216262790763;desert_pyramid;2144;7344;
609567216262790763;desert_pyramid;2208;8048;
609567216262790763;desert_pyramid;2272;12368;
609567216262790763;desert_pyramid;2048;12928;
609567216262790763;desert_pyramid;2416;14176;
609567216262790763;desert_pyramid;2304;14400;
609567216262790763;desert_pyramid;2176;15200;
609567216262790763;desert_pyramid;2240;22192;
609567216262790763;desert_pyramid;2144;22560;
609567216262790763;desert_pyramid;2064;23744;
609567216262790763;desert_pyramid;2688;-31664;
609567216262790763;desert_pyramid;2720;-26416;
609567216262790763;desert_pyramid;2656;-2736;
609567216262790763;desert_pyramid;2560;-656;
609567216262790763;desert_pyramid;2736;-400;
609567216262790763;desert_pyramid;2768;368;
609567216262790763;desert_pyramid;2912;528;
609567216262790763;desert_pyramid;2848;3200;
609567216262790763;desert_pyramid;2816;3808;
609567216262790763;desert_pyramid;2624;4384;
609567216262790763;desert_pyramid;2864;9040;
609567216262790763;desert_pyramid;2688;11872;
609567216262790763;desert_pyramid;2624;12352;
609567216262790763;desert_pyramid;2656;13952;
609567216262790763;desert_pyramid;2576;21824;
609567216262790763;desert_pyramid;3296;-31376;
609567216262790763;desert_pyramid;3296;-19632;
609567216262790763;desert_pyramid;3248;-768;
609567216262790763;desert_pyramid;3248;-464;
609567216262790763;desert_pyramid;3184;528;
609567216262790763;desert_pyramid;3392;1120;
609567216262790763;desert_pyramid;3072;2112;
609567216262790763;desert_pyramid;3216;2816;
609567216262790763;desert_pyramid;3328;3824;
609567216262790763;desert_pyramid;3248;4304;
609567216262790763;desert_pyramid;3072;7792;
609567216262790763;desert_pyramid;3264;22784;
609567216262790763;desert_pyramid;3712;-20848;
609567216262790763;desert_pyramid;3824;-19776;
609567216262790763;desert_pyramid;3920;-19424;
609567216262790763;desert_pyramid;3600;-8928;
609567216262790763;desert_pyramid;3680;-2416;
609567216262790763;desert_pyramid;3840;3824;
609567216262790763;desert_pyramid;3680;4240;
609567216262790763;desert_pyramid;3808;21824;
609567216262790763;desert_pyramid;3872;22560;
609567216262790763;desert_pyramid;4432;-22160;
609567216262790763;desert_pyramid;4352;-20688;
609567216262790763;desert_pyramid;4224;-19808;
609567216262790763;desert_pyramid;4336;-19136;
609567216262790763;desert_pyramid;4448;-18192;
609567216262790763;desert_pyramid;4352;-2432;
609567216262790763;desert_pyramid;4368;-1920;
609567216262790763;desert_pyramid;4240;-1488;
609567216262790763;desert_pyramid;4464;1680;
609567216262790763;desert_pyramid;4288;20608;
609567216262790763;desert_pyramid;4912;-19424;
609567216262790763;desert_pyramid;4672;-18160;
609567216262790763;desert_pyramid;4832;-17904;
609567216262790763;desert_pyramid;4720;-17408;
609567216262790763;desert_pyramid;4704;-11456;
609567216262790763;desert_pyramid;4768;-1968;
609567216262790763;desert_pyramid;4960;-752;
609567216262790763;desert_pyramid;4864;48;
609567216262790763;desert_pyramid;4976;1328;
609567216262790763;desert_pyramid;4608;1552;
609567216262790763;desert_pyramid;4688;2288;
609567216262790763;desert_pyramid;4624;6320;
609567216262790763;desert_pyramid;4816;22320;
609567216262790763;desert_pyramid;5296;-26000;
609567216262790763;desert_pyramid;5216;-25584;
609567216262790763;desert_pyramid;5312;-21664;
609567216262790763;desert_pyramid;5456;-20960;
609567216262790763;desert_pyramid;5488;-19216;
609567216262790763;desert_pyramid;5120;-18144;
609567216262790763;desert_pyramid;5456;-7312;
609567216262790763;desert_pyramid;5296;-7152;
609567216262790763;desert_pyramid;5376;-6624;
609567216262790763;desert_pyramid;5376;-4304;
609567216262790763;desert_pyramid;5232;-1264;
609567216262790763;desert_pyramid;5248;1632;
609567216262790763;desert_pyramid;5200;2304;
609567216262790763;desert_pyramid;5312;20544;
609567216262790763;desert_pyramid;5952;-25856;
609567216262790763;desert_pyramid;5728;-23824;
609567216262790763;desert_pyramid;5632;-21696;
609567216262790763;desert_pyramid;5904;-18672;
609567216262790763;desert_pyramid;5952;-18080;
609567216262790763;desert_pyramid;5808;-4880;
609567216262790763;desert_pyramid;5840;-2976;
609567216262790763;desert_pyramid;5648;-1312;
609567216262790763;desert_pyramid;5936;1728;
609567216262790763;desert_pyramid;5936;4272;
609567216262790763;desert_pyramid;6352;-18176;
609567216262790763;desert_pyramid;6512;-9152;
609567216262790763;desert_pyramid;6336;-5104;
609567216262790763;desert_pyramid;6192;-3504;
609567216262790763;desert_pyramid;6432;-832;
609567216262790763;desert_pyramid;6352;-208;
609567216262790763;desert_pyramid;6432;1616;
609567216262790763;desert_pyramid;6464;20992;
609567216262790763;desert_pyramid;6208;22016;
609567216262790763;desert_pyramid;6752;-23808;
609567216262790763;desert_pyramid;6992;-19952;
609567216262790763;desert_pyramid;6800;-18608;
609567216262790763;desert_pyramid;6944;-14752;
609567216262790763;desert_pyramid;6912;-8992;
609567216262790763;desert_pyramid;6736;-1024;
609567216262790763;desert_pyramid;6720;1232;
609567216262790763;desert_pyramid;6816;19472;
609567216262790763;desert_pyramid;6768;21008;
609567216262790763;desert_pyramid;6784;22352;
609567216262790763;desert_pyramid;6784;31488;
609567216262790763;desert_pyramid;7440;-9168;
609567216262790763;desert_pyramid;7344;13312;
609567216262790763;desert_pyramid;7408;19984;
609567216262790763;desert_pyramid;7264;21024;
609567216262790763;desert_pyramid;7280;30880;
609567216262790763;desert_pyramid;7792;-23456;
609567216262790763;desert_pyramid;7760;-15072;
609567216262790763;desert_pyramid;7968;-12960;
609567216262790763;desert_pyramid;7968;2768;
609567216262790763;desert_pyramid;7712;5120;
609567216262790763;desert_pyramid;8016;12848;
609567216262790763;desert_pyramid;7840;19536;
609567216262790763;desert_pyramid;7936;20240;
609567216262790763;desert_pyramid;7856;20800;
609567216262790763;desert_pyramid;7808;21120;
609567216262790763;desert_pyramid;7984;21616;
609567216262790763;desert_pyramid;7680;30752;
609567216262790763;desert_pyramid;8480;-24336;
609567216262790763;desert_pyramid;8496;-23920;
609567216262790763;desert_pyramid;8512;-13632;
609567216262790763;desert_pyramid;8224;-13200;
609567216262790763;desert_pyramid;8368;1600;
609567216262790763;desert_pyramid;8400;13488;
609567216262790763;desert_pyramid;8352;21616;
609567216262790763;desert_pyramid;8720;13312;
609567216262790763;desert_pyramid;9072;13872;
609567216262790763;desert_pyramid;9056;14528;
609567216262790763;desert_pyramid;8800;25088;
609567216262790763;desert_pyramid;8992;26160;
609567216262790763;desert_pyramid;8912;26784;
609567216262790763;desert_pyramid;8976;27232;
609567216262790763;desert_pyramid;9296;-28304;
609567216262790763;desert_pyramid;9312;-24048;
609567216262790763;desert_pyramid;9408;-23440;
609567216262790763;desert_pyramid;9424;-14848;
609567216262790763;desert_pyramid;9472;-14256;
609567216262790763;desert_pyramid;9392;-13696;
609567216262790763;desert_pyramid;9264;26928;
609567216262790763;desert_pyramid;9808;-28816;
609567216262790763;desert_pyramid;9808;-28544;
609567216262790763;desert_pyramid;9888;-22816;
609567216262790763;desert_pyramid;10064;14096;
609567216262790763;desert_pyramid;9920;26336;
609567216262790763;desert_pyramid;10464;-31952;
609567216262790763;desert_pyramid;10400;-22400;
609567216262790763;desert_pyramid;10272;-6800;
609567216262790763;desert_pyramid;10352;1216;
609567216262790763;desert_pyramid;10560;20688;
609567216262790763;desert_pyramid;10848;1232;
609567216262790763;desert_pyramid;11072;12864;
609567216262790763;desert_pyramid;10864;20128;
609567216262790763;desert_pyramid;10800;26144;
609567216262790763;desert_pyramid;11360;12912;
609567216262790763;desert_pyramid;11440;20512;
609567216262790763;desert_pyramid;11600;27152;
609567216262790763;desert_pyramid;12016;-5328;
609567216262790763;desert_pyramid;11984;9952;
609567216262790763;desert_pyramid;12032;14528;
609567216262790763;desert_pyramid;12000;15024;
609567216262790763;desert_pyramid;11776;20192;
609567216262790763;desert_pyramid;12640;-6016;
609567216262790763;desert_pyramid;12320;-5472;
609567216262790763;desert_pyramid;12560;-176;
609567216262790763;desert_pyramid;12464;112;
609567216262790763;desert_pyramid;12480;10928;
609567216262790763;desert_pyramid;12304;25808;
609567216262790763;desert_pyramid;12416;26400;
609567216262790763;desert_pyramid;12480;27216;
609567216262790763;desert_pyramid;13120;-6656;
609567216262790763;desert_pyramid;13024;-5392;
609567216262790763;desert_pyramid;12800;304;
609567216262790763;desert_pyramid;12896;784;
609567216262790763;desert_pyramid;12832;15120;
609567216262790763;desert_pyramid;13456;-28544;
